id,gnrl_p_,zoning
412,Low Density Residential,1
413,Low Density Residential,1
414,Low Density Residential,1
415,Low Density Residential,1
416,Low Density Residential,1
417,Low Density Residential,1
418,Low Density Residential,1
419,Low Density Residential,1
420,Low Density Residential,1
421,Low Density Residential,1
422,Low Density Residential,1
423,Low Density Residential,1
424,Low Density Residential,1
425,Low Density Residential,1
426,Low Density Residential,1
427,Low Density Residential,1
428,Low Density Residential,1
429,Low Density Residential,1
430,Low Density Residential,1
431,Low Density Residential,1
432,Low Density Residential,1
433,Low Density Residential,1
434,Low Density Residential,1
435,Low Density Residential,1
436,Low Density Residential,1
437,Low Density Residential,1
438,Low Density Residential,1
439,Low Density Residential,1
440,Low Density Residential,1
441,Low Density Residential,1
442,Low Density Residential,1
443,Low Density Residential,1
444,Low Density Residential,1
445,Low Density Residential,1
446,Low Density Residential,1
447,Low Density Residential,1
448,Low Density Residential,1
449,Low Density Residential,1
450,Low Density Residential,1
451,Low Density Residential,1
452,Low Density Residential,1
453,Low Density Residential,1
454,Low Density Residential,1
455,Low Density Residential,1
456,Low Density Residential,1
457,Low Density Residential,1
458,Low Density Residential,1
459,Low Density Residential,1
460,Low Density Residential,1
461,Low Density Residential,1
462,Low Density Residential,1
463,Low Density Residential,1
464,Low Density Residential,1
465,Low Density Residential,1
466,Low Density Residential,1
467,Low Density Residential,1
468,Low Density Residential,1
469,Low Density Residential,1
470,Low Density Residential,1
471,Low Density Residential,1
472,Low Density Residential,1
473,Low Density Residential,1
474,Low Density Residential,1
475,Low Density Residential,1
476,Low Density Residential,1
477,Low Density Residential,1
478,Low Density Residential,1
479,Low Density Residential,1
480,Low Density Residential,1
481,Low Density Residential,1
482,Low Density Residential,1
483,Low Density Residential,1
484,Low Density Residential,1
485,Low Density Residential,1
486,Low Density Residential,1
487,Low Density Residential,1
488,Low Density Residential,1
489,Low Density Residential,1
490,Low Density Residential,1
491,Low Density Residential,1
492,Low Density Residential,1
493,Low Density Residential,1
494,Low Density Residential,1
495,Low Density Residential,1
496,Low Density Residential,1
497,Low Density Residential,1
498,Low Density Residential,1
499,Low Density Residential,1
500,Low Density Residential,1
501,Low Density Residential,1
502,Low Density Residential,1
503,Low Density Residential,1
504,Low Density Residential,1
505,Low Density Residential,1
506,Low Density Residential,1
507,Low Density Residential,1
508,Low Density Residential,1
509,Low Density Residential,1
510,Low Density Residential,1
511,Low Density Residential,1
512,Low Density Residential,1
513,Low Density Residential,1
514,Low Density Residential,1
515,Low Density Residential,1
516,Low Density Residential,1
517,Low Density Residential,1
518,Low Density Residential,1
519,Low Density Residential,1
520,Low Density Residential,1
521,Low Density Residential,1
522,Low Density Residential,1
523,Low Density Residential,1
524,Low Density Residential,1
525,Low Density Residential,1
526,Low Density Residential,1
527,Low Density Residential,1
528,Low Density Residential,1
529,Low Density Residential,1
530,Low Density Residential,1
531,Low Density Residential,1
532,Low Density Residential,1
533,Low Density Residential,1
534,Low Density Residential,1
535,Low Density Residential,1
536,Low Density Residential,1
537,Low Density Residential,1
538,Low Density Residential,1
539,Low Density Residential,1
540,Low Density Residential,1
541,Low Density Residential,1
542,Low Density Residential,1
543,Low Density Residential,1
544,Low Density Residential,1
545,Low Density Residential,1
546,Low Density Residential,1
547,Low Density Residential,1
548,Low Density Residential,1
549,Low Density Residential,1
550,Low Density Residential,1
551,Low Density Residential,1
552,Low Density Residential,1
553,Low Density Residential,1
554,Low Density Residential,1
555,Low Density Residential,1
556,Low Density Residential,1
557,Low Density Residential,1
558,Low Density Residential,1
559,Low Density Residential,1
560,Low Density Residential,1
561,Low Density Residential,1
562,Low Density Residential,1
563,Low Density Residential,1
564,Low Density Residential,1
565,Low Density Residential,1
566,Low Density Residential,1
567,Low Density Residential,1
568,Low Density Residential,1
569,Low Density Residential,1
570,Low Density Residential,1
571,Low Density Residential,1
572,Low Density Residential,1
573,Low Density Residential,1
574,Low Density Residential,1
575,Low Density Residential,1
576,Low Density Residential,1
577,Low Density Residential,1
578,Low Density Residential,1
579,Medium Density Residential,2
580,Medium Density Residential,2
581,Medium Density Residential,2
582,Medium Density Residential,2
583,Medium Density Residential,2
584,Medium Density Residential,2
585,Medium Density Residential,2
586,Mulit-Use Residential Focus,0
587,Mulit-Use Residential Focus,0
588,Mulit-Use Residential Focus,0
589,Mulit-Use Residential Focus,0
590,Mulit-Use Residential Focus,0
591,Mulit-Use Residential Focus,0
592,Mulit-Use Residential Focus,0
593,Mulit-Use Residential Focus,0
594,Mulit-Use Residential Focus,0
595,Mulit-Use Residential Focus,0
596,Mulit-Use Residential Focus,0
597,Mulit-Use Residential Focus,0
598,Mulit-Use Residential Focus,0
599,Mulit-Use Residential Focus,0
600,Mulit-Use Residential Focus,0
601,Mulit-Use Residential Focus,0
602,Multi-Use,0
603,Neighborhood Commercial,0
604,Neighborhood Commercial,0
605,Neighborhood Commercial,0
606,Neighborhood Commercial,0
607,Neighborhood Commercial,0
608,Neighborhood Commercial,0
609,Neighborhood Commercial,0
610,Parks/Open Space,0
611,Parks/Open Space,0
612,Parks/Open Space,0
613,Parks/Open Space,0
614,Parks/Open Space,0
615,Parks/Open Space,0
616,Parks/Open Space,0
617,Parks/Open Space,0
618,Parks/Open Space,0
619,Parks/Open Space,0
620,Parks/Open Space,0
621,Parks/Open Space,0
622,Parks/Open Space,0
623,Parks/Open Space,0
624,Parks/Open Space,0
625,Parks/Open Space,0
626,Parks/Open Space,0
627,Parks/Open Space,0
628,Parks/Open Space,0
629,Parks/Open Space,0
630,Parks/Open Space,0
631,Parks/Open Space,0
632,Parks/Open Space,0
633,Parks/Open Space,0
634,Parks/Open Space,0
635,Parks/Open Space,0
636,Parks/Open Space,0
637,Parks/Open Space,0
638,Parks/Open Space,0
639,Parks/Open Space,0
640,Parks/Open Space,0
641,Parks/Open Space,0
642,Parks/Open Space,0
643,Parks/Open Space,0
644,Public/Quasi-Public,0
645,Public/Quasi-Public,0
646,Public/Quasi-Public,0
647,Public/Quasi-Public,0
648,Public/Quasi-Public,0
649,Public/Quasi-Public,0
650,Public/Quasi-Public,0
651,Public/Quasi-Public,0
652,Public/Quasi-Public,0
653,Public/Quasi-Public,0
654,Public/Quasi-Public,0
655,Public/Quasi-Public,0
656,Public/Quasi-Public,0
657,Public/Quasi-Public,0
658,Public/Quasi-Public,0
659,Public/Quasi-Public,0
660,Public/Quasi-Public,0
661,Public/Quasi-Public,0
662,Public/Quasi-Public,0
663,Regional Commercial,0
664,Regional Commercial,0
665,Regional Commercial,0
666,Regional Commercial,0
667,Regional Office,0
668,Regional Office,0
669,Regional Office,0
670,Regional Office,0
671,Regional Office,0
672,Regional Office,0
673,Regional Office,0
674,Regional Office,0
675,Transit-Oriented Development,0
676,Transit-Oriented Development,0
677,Transit-Oriented Development_MF,2
678,Transit-Oriented Development,0
679,Transit-Oriented Development_MF,2
680,Transit-Oriented Development,0
681,Transit-Oriented Development,0
682,Transit-Oriented Development,0
683,Transit-Oriented Development,0
684,Transit-Oriented Development,0
685,Transit-Oriented Development,0
686,Transit-Oriented Development,0
687,Transit-Oriented Development,0
688,Transit-Oriented Development,0
689,Transit-Oriented Development,0
690,Transit-Oriented Development,0
691,Transit-Oriented Development,0
692,Transit-Oriented Development_MF,2
693,Transit-Oriented Development_MF,2
694,Transit-Oriented Development,0
695,Transit-Oriented Development,0
696,Transit-Oriented Development,0
697,Transit-Oriented Development,0
698,Transit-Oriented Development,0
699,Transit-Oriented Development,0
700,Transit-Oriented Development,0
701,Transit-Oriented Development,0
702,Transit-Oriented Development,0
703,Transit-Oriented Development,0
704,Transit-Oriented Development,0
705,Transit-Oriented Development,0
706,Transit-Oriented Development,0
707,Transit-Oriented Development,0
708,Transit-Oriented Development,0
709,Transit-Oriented Development,0
710,Transit-Oriented Development,0
711,Transit-Oriented Development,0
712,Transit-Oriented Development,0
713,Transit-Oriented Development,0
714,Very Low Density Residential,1
715,Very Low Density Residential,1
716,Very Low Density Residential,1
717,Visitor Services,0
718,Visitor Services,0
999,Low Density Residential,1
