gnrl_p_,id,zoning
Multi-Family Res,181,2
Multi-Family Res,182,2
Multi-Family Res,183,2
Multi-Family Res,184,2
Multi-Family Res,185,2
Multi-Family Res,186,2
Multi-Family Res,187,2
Multi-Family Res,188,2
Multi-Family Res,189,2
Multi-Family Res,190,2
Multi-Family Res,191,2
Multi-Family Res (w/Hotel Overlay),192,2
Neighborhood Commercial,193,0
Neighborhood Commercial,194,0
Neighborhood Commercial,195,0
Neighborhood Commercial,196,0
Neighborhood Commercial,197,0
Neighborhood Commercial,198,0
Neighborhood Commercial,199,0
Neighborhood Commercial,200,0
Research/Office Park,201,0
Research/Office Park,202,0
Research/Office Park,203,0
Research/Office Park,204,0
Research/Office Park,205,0
Research/Office Park,206,0
Research/Office Park,207,0
Research/Office Park,208,0
Service Commercial,209,0
Public Conservation Land,210,0
Service Commercial,211,0
Research/Office Park,212,0
Research/Office Park,213,0
Public Park,214,0
Multi-Family Res,215,2
Multi-Family Res,216,2
Neighborhood Commercial,217,0
Service Commercial,218,0
Service Commercial,219,0
Multi-Family Res,220,2
Public Park,221,0
Single Family Res,222,1
Public Park,223,0
School District Land,224,0
Multi-Family Res (w/Hotel Overlay),225,2
Single Family Res,226,1
Streamside Open Space_SOI,997,3
Open Space/Controlled Development_SOI,998,3
Streamside Open Space_SOI,999,3
Major Institution/Special Facility,31,3
